date,conditional_volatility
2002-05-21,1.3503864251919717
2002-05-22,1.5512969352053212
2002-05-23,1.5473101207521127
2002-05-24,1.4937961451640618
2002-05-27,1.496426559586637
2002-05-28,1.4450101538415918
2002-05-29,1.3933838679436321
2002-05-30,1.4452877017812815
2002-05-31,1.3936697237060933
2002-06-03,1.3546404808158568
2002-06-04,1.4233820679859537
2002-06-05,1.3788847296350673
2002-06-06,1.4283881938234781
2002-06-07,1.7504593468248815
2002-06-10,1.6909695099174766
2002-06-11,1.6399719656104463
2002-06-12,1.5909003475076673
2002-06-13,1.5386560563209386
2002-06-14,1.5040650971386336
2002-06-17,1.4810614333108603
2002-06-18,1.428609380573693
2002-06-19,1.4736409661774235
2002-06-20,1.4490688867078467
2002-06-21,1.410170812099674
2002-06-24,1.6433048182256942
2002-06-25,2.894834596940021
2002-06-26,2.779740462147621
2002-06-27,2.673622328951912
2002-06-28,2.5695861983253696
2002-07-01,2.473364250268838
2002-07-02,2.396135753366997
2002-07-03,2.310416455894979
2002-07-04,2.2204235527411784
2002-07-05,2.153609940604804
2002-07-08,2.070821292532671
2002-07-09,1.9968768867941666
2002-07-10,1.922390963070425
2002-07-11,1.9205100624569378
2002-07-12,1.847958272950605
2002-07-15,1.7784229467691526
2002-07-16,1.7237054263903873
2002-07-17,1.6601999513543633
2002-07-18,1.6112251440678245
2002-07-19,1.5539422039328816
2002-07-22,1.5010542815680472
2002-07-23,1.5162958841272198
2002-07-24,1.4646766270659213
2002-07-25,1.413413527671994
2002-07-26,1.3729451649408626
2002-07-29,1.3269660447434355
2002-07-30,1.2884852997912286
2002-07-31,1.245426643970249
2002-08-01,1.235260813259278
2002-08-02,1.1952539995132445
2002-08-05,1.1587560205697558
2002-08-06,1.129096705314475
2002-08-07,1.1335768285573629
2002-08-08,1.098006879611896
2002-08-09,1.07333327066358
2002-08-12,1.0575655659160696
2002-08-13,1.0459564476336987
2002-08-14,1.0143179293734033
2002-08-15,0.9995047605487597
2002-08-16,0.9939685482179703
2002-08-19,0.9788088682125554
2002-08-20,0.9516540553857322
2002-08-21,1.0278197415335395
2002-08-22,0.9965190114956088
2002-08-23,0.9876098096156223
2002-08-26,0.9595606154180787
2002-08-27,0.969502555648914
2002-08-28,0.9433678999937104
2002-08-29,0.9170543847301983
2002-08-30,0.8996161787598476
2002-09-02,0.8757111019492314
2002-09-03,0.8525263447377942
2002-09-04,0.8347906301654733
2002-09-05,0.8302567442851002
2002-09-06,0.883567118621363
2002-09-09,0.873028005143124
2002-09-10,0.8818721236569306
2002-09-11,0.8584217869251904
2002-09-12,0.8437060073463782
2002-09-13,0.8243583240020202
2002-09-16,0.8041501174808475
2002-09-17,0.8822804006269737
2002-09-18,0.8591891543786379
2002-09-19,0.8582344255977977
2002-09-20,0.9718887261852807
2002-09-23,0.989074613278611
2002-09-24,0.9600177665194891
2002-09-25,0.9406837794157787
2002-09-26,0.9138968197875088
2002-09-27,0.9060057670237447
2002-10-08,0.8902038652718065
2002-10-09,0.909015188294106
2002-10-10,1.04251236556926
2002-10-11,1.0196153992860297
2002-10-14,0.9940348740283232
2002-10-15,0.9741795115743701
2002-10-16,0.9520931586082617
2002-10-17,0.9428242892445298
2002-10-18,1.012841466864668
2002-10-21,0.9886440453606092
2002-10-22,0.9621889750865644
2002-10-23,1.0052376587800471
2002-10-24,0.9751248630336941
2002-10-25,0.9781163648380786
2002-10-28,0.9808738323352877
2002-10-29,1.004048678467081
2002-10-30,0.9863433967629763
2002-10-31,0.9574653986038927
2002-11-01,0.9299974767756946
2002-11-04,0.9050993240730385
2002-11-05,0.9702983501905855
2002-11-06,1.0238824963868387
2002-11-07,1.0009906825293402
2002-11-08,0.971075210749553
2002-11-11,1.1130270785161183
2002-11-12,1.1264692166886061
2002-11-13,1.1601733153582665
2002-11-14,1.1282256780603572
2002-11-15,1.2106089346427673
2002-11-18,1.1721004729255702
2002-11-19,1.168551488502774
2002-11-20,1.1432366352695649
2002-11-21,1.282637022937421
2002-11-22,1.4266784094254186
2002-11-25,1.3771166606971643
2002-11-26,1.3336565601509531
2002-11-27,1.3961235363460711
2002-11-28,1.3594790548787565
2002-11-29,1.5101549019949505
2002-12-02,1.4906238777832632
2002-12-03,1.6226190532146105
2002-12-04,1.586257484703382
2002-12-05,1.5293820312355546
2002-12-06,1.486176795629604
2002-12-09,1.4326429185444602
2002-12-10,1.3845955485485992
2002-12-11,1.375105414925575
2002-12-12,1.3339883229131229
2002-12-13,1.2921810092912895
2002-12-16,1.2687612132206747
2002-12-17,1.2447372281225755
2002-12-18,1.2132619049295783
2002-12-19,1.1784198846217917
2002-12-20,1.1396605171868661
2002-12-23,1.1381176804582893
2002-12-24,1.1019836796666238
2002-12-25,1.0669542293233354
2002-12-26,1.0512508096792368
2002-12-27,1.2741949873889946
2002-12-30,1.2307107894551133
2002-12-31,1.222234699704107
2003-01-02,1.189010641817
2003-01-03,1.3560159749276042
2003-01-06,1.3092654357550826
2003-01-07,1.2943086871565719
2003-01-08,1.2528751311375839
2003-01-09,1.4183152330851398
2003-01-10,1.4511146930083254
2003-01-13,1.4233839873540164
2003-01-14,1.374051974906787
2003-01-15,1.9547720815630751
2003-01-16,1.8894937759895762
2003-01-17,1.8641906674266635
2003-01-20,1.7983784696138718
2003-01-21,1.7325523275121713
2003-01-22,1.7481052366955705
2003-01-23,1.683396051205138
2003-01-24,1.6294433834245887
2003-01-27,1.6338815657344472
2003-01-28,1.6114587503447764
2003-01-29,1.553890207022972
2003-02-10,1.4972675041887673
2003-02-11,1.495975616411184
2003-02-12,1.4616053864534817
2003-02-13,1.4399942409932678
2003-02-14,1.3956241036700736
2003-02-17,1.3501441956075275
2003-02-18,1.3194951172325884
2003-02-19,1.2737516469497632
2003-02-20,1.256089577519718
2003-02-21,1.213987455854512
2003-02-24,1.2899952731911797
2003-02-25,1.2458949116374989
2003-02-26,1.2977471175518225
2003-02-27,1.253152003168819
2003-02-28,1.2107009301936655
2003-03-03,1.1709493836246934
2003-03-04,1.1508744673822324
2003-03-05,1.1136865946800747
2003-03-06,1.0831975734660215
2003-03-07,1.1066209370729665
2003-03-10,1.0750272718344873
2003-03-11,1.1448694369113712
2003-03-12,1.1076878986199423
2003-03-13,1.0768448172087426
2003-03-14,1.0573038865629385
2003-03-17,1.025635994825217
2003-03-18,0.9948557997680856
2003-03-19,0.9741901612734124
2003-03-20,0.9561491039352985
2003-03-21,0.9346902051920504
2003-03-24,0.9327889530066182
2003-03-25,0.9074918296347046
2003-03-26,0.9232506030607616
2003-03-27,0.9053445089554911
2003-03-28,1.1138455792172572
2003-03-31,1.079473800757867
2003-04-01,1.1025446386404305
2003-04-02,1.082398741782715
2003-04-03,1.048431496012571
2003-04-04,1.031173534473474
2003-04-07,1.0149846073143038
2003-04-08,0.9930521010311726
2003-04-09,0.966347192803268
2003-04-10,1.0473962580154117
2003-04-11,1.0471572751333933
2003-04-14,1.0969014295717416
2003-04-15,1.2475740099727535
2003-04-16,1.2244353192231714
2003-04-17,1.2157470425174615
2003-04-18,1.1769710380835507
2003-04-21,1.1490736584061323
2003-04-22,1.23996657201863
2003-04-23,1.1980437176821916
2003-04-24,1.2414033042715382
2003-04-25,1.4324658167684818
2003-04-28,1.41445981224687
2003-04-29,1.6870924731712207
2003-04-30,1.678778150185858
2003-05-12,1.6261310674662768
2003-05-13,1.5845086483332365
2003-05-14,1.7107668342366942
2003-05-15,1.7464362731970047
2003-05-16,1.8005170823337884
2003-05-19,1.7327804306192764
2003-05-20,1.6682529367805456
2003-05-21,1.637378027881967
2003-05-22,1.5779310110794198
2003-05-23,1.5386683153955494
2003-05-26,1.5078220460703595
2003-05-27,1.4647584779857072
2003-05-28,1.4122747625782661
2003-05-29,1.4048060797524455
2003-05-30,1.4002628117098062
2003-06-02,1.3560736414561014
2003-06-03,1.3086790889615811
2003-06-04,1.302704981470419
2003-06-05,1.276808133428278
2003-06-06,1.2851855648545965
2003-06-09,1.2976929484444835
2003-06-10,1.284972472171575
2003-06-11,1.2486980306367297
2003-06-12,1.294954431663036
2003-06-13,1.2549960884480666
2003-06-16,1.2146075873143254
2003-06-17,1.177095688099316
2003-06-18,1.1430957306921599
2003-06-19,1.107208883718485
2003-06-20,1.109550559632801
2003-06-23,1.0929279389032998
2003-06-24,1.095910653205047
2003-06-25,1.0629604285490293
2003-06-26,1.0477740248556056
2003-06-27,1.0465329062733066
2003-06-30,1.0893305148740073
2003-07-01,1.0646579259570188
2003-07-02,1.0314355492335208
2003-07-03,1.0372986863884903
2003-07-04,1.0074879840160678
2003-07-07,0.9777293071935136
2003-07-08,0.9497983471266703
2003-07-09,0.9369243978090175
2003-07-10,0.9285704328299375
2003-07-11,1.0617607541356713
2003-07-14,1.02973872140937
2003-07-15,1.0044668571093833
2003-07-16,0.9764202942909509
2003-07-17,0.9543892632985448
2003-07-18,0.9475379709231282
2003-07-21,1.1024906172114317
2003-07-22,1.0884012341067013
2003-07-23,1.0558010561046187
2003-07-24,1.0264490348409352
2003-07-25,1.01338272003568
2003-07-28,1.0218525282125754
2003-07-29,0.9992344857730306
2003-07-30,0.979493743642714
2003-07-31,0.9513888704456899
2003-08-01,0.9241521353225152
2003-08-04,0.9010390632717606
2003-08-05,0.9253877424080534
2003-08-06,0.8998923777477675
2003-08-07,0.886528228669122
2003-08-08,0.8627029139699477
2003-08-11,0.9045514882007333
2003-08-12,0.8837276883022308
2003-08-13,0.8632298975226345
2003-08-14,0.9093663851643208
2003-08-15,0.9006297393211339
2003-08-18,0.8774334977479259
2003-08-19,0.85801972271793
2003-08-20,0.8392389036252056
2003-08-21,0.8302465123376515
2003-08-22,0.8101304550435721
2003-08-25,0.7945570099599423
2003-08-26,0.8431550011309782
2003-08-27,0.8227053406963726
2003-08-28,0.8029337092490304
2003-08-29,0.8127175820743195
2003-09-01,0.8192090345914456
2003-09-02,0.930725501874886
2003-09-03,0.9067018659875904
2003-09-04,0.8819593744756877
2003-09-05,0.8598539096097069
2003-09-08,0.8873082403746545
2003-09-09,0.8757136012625076
2003-09-10,0.8638647704389376
2003-09-11,0.8455856613669492
2003-09-12,0.824140329704911
2003-09-15,0.8585256099591031
2003-09-16,0.8828704928538814
2003-09-17,0.8750653901319287
2003-09-18,0.9025110461063924
2003-09-19,0.8778667050578594
2003-09-22,0.8547765437593308
2003-09-23,0.8562340173946412
2003-09-24,0.8455595002092409
2003-09-25,0.8268694074383471
2003-09-26,0.8726199999105028
2003-09-29,0.8602949718365525
2003-09-30,0.9127920230327682
2003-10-08,0.9218224787201692
2003-10-09,0.9007905939828629
2003-10-10,0.8786953402997499
2003-10-13,1.0595545875801529
2003-10-14,1.0306928756550833
2003-10-15,1.0254165420620207
2003-10-16,0.9977750750057742
2003-10-17,1.031755954477165
2003-10-20,1.0036239388889192
2003-10-21,0.9924881165238398
2003-10-22,0.9675630855810706
2003-10-23,1.1515924613446213
2003-10-24,1.1358304965552164
2003-10-27,1.1030070936216507
2003-10-28,1.0934094830863001
2003-10-29,1.0587016625237027
2003-10-30,1.0425679787169304
2003-10-31,1.0563218805686616
2003-11-03,1.0235802818747624
2003-11-04,1.0314027259319767
2003-11-05,1.1229493973106286
2003-11-06,1.0977605767709233
2003-11-07,1.1688345887218947
2003-11-10,1.1911720845849614
2003-11-11,1.1557240343346602
2003-11-12,1.1179998721454876
2003-11-13,1.1875386458612758
2003-11-14,1.1493779103111554
2003-11-17,1.1294822955468653
2003-11-18,1.0982018515240575
2003-11-19,1.1286576204163423
2003-11-20,1.169180592413687
2003-11-21,1.3564473589316626
2003-11-24,1.3514921244805305
2003-11-25,1.5106196307082422
2003-11-26,1.4585152181863792
2003-11-27,1.4085656017018946
2003-11-28,1.4349350878801774
2003-12-01,1.392834239830935
2003-12-02,1.4681372798132026
2003-12-03,1.4154562716589212
2003-12-04,1.3679915654180514
2003-12-05,1.3269216675711337
2003-12-08,1.28190006384576
2003-12-09,1.2714062879959123
2003-12-10,1.2325161513681873
2003-12-11,1.2406575695062747
2003-12-12,1.1987148555347384
2003-12-15,1.1595325578760998
2003-12-16,1.1219067307740327
2003-12-17,1.0963080938993448
2003-12-18,1.0825944546460322
2003-12-19,1.0519096692707768
2003-12-22,1.045560677451117
2003-12-23,1.2450587901444568
2003-12-24,1.2089391276990555
2003-12-25,1.194099047150187
2003-12-26,1.1571570213501146
2003-12-29,1.1194255268485969
2003-12-30,1.104579287514216
2003-12-31,1.0827224808195366
2004-01-02,1.0866739179160656
2004-01-05,1.0742715324854306
2004-01-06,1.3050542611281235
2004-01-07,1.2799732150010463
2004-01-08,1.2766011134396886
2004-01-09,1.2892829465081108
2004-01-12,1.3038877462854828
2004-01-13,1.3908994114362416
2004-01-14,1.342326341896368
2004-01-15,1.336229392566878
2004-01-16,1.2934795232604492
2004-01-29,1.268114809383001
2004-01-30,1.351071594203864
2004-02-02,1.45516008890942
2004-02-03,1.5019520081250388
2004-02-04,1.473807919182142
2004-02-05,1.526754977475866
2004-02-06,1.4742964967857988
2004-02-09,1.428144223890884
2004-02-10,1.4412304122733357
2004-02-11,1.3950484994324477
2004-02-12,1.3567342271732228
2004-02-13,1.322804457134781
2004-02-16,1.2790249421718762
2004-02-17,1.3780701031797034
2004-02-18,1.3361253844109957
2004-02-19,1.3062758937257044
2004-02-20,1.2660842160051728
2004-02-23,1.2264331212098154
2004-02-24,1.3441343242823005
2004-02-25,1.298851117155283
2004-02-26,1.3688616406872236
2004-02-27,1.3265748379633457
2004-03-01,1.317655169646096
2004-03-02,1.3065011043747448
2004-03-03,1.2639403188206249
2004-03-04,1.3000824569836904
2004-03-05,1.266335472054253
2004-03-08,1.2348180737112213
2004-03-09,1.2956110964859728
2004-03-10,1.2530225192164839
2004-03-11,1.3605576535719741
2004-03-12,1.3366371718562613
2004-03-15,1.2900974674206303
2004-03-16,1.3860188552801238
2004-03-17,1.3411708949912968
2004-03-18,1.2951725401595529
2004-03-19,1.351429770410068
2004-03-22,1.3678902263052206
2004-03-23,1.3243739017928093
2004-03-24,1.2941773093994948
2004-03-25,1.2527064688014857
2004-03-26,1.210161230292394
2004-03-29,1.1696859766432035
2004-03-30,1.1694921331663506
2004-03-31,1.1309959717803824
2004-04-01,1.1219056285615305
2004-04-02,1.1079801862486507
2004-04-05,1.0863718009149117
2004-04-06,1.055275270244077
2004-04-07,1.03436774065956
2004-04-08,1.0034025022467727
2004-04-09,0.980960991188528
2004-04-12,1.1479748708588013
2004-04-13,1.1167390663706633
2004-04-14,1.1036030295213788
2004-04-15,1.1575202254372368
2004-04-16,1.1533414581750048
2004-04-19,1.1418688255644809
2004-04-20,1.1741488309805315
2004-04-21,1.159076649536382
2004-04-22,1.1477031551439274
2004-04-23,1.118503713386258
2004-04-26,1.1649872087107862
2004-04-27,1.126734350251541
2004-04-28,1.1245885212713742
2004-04-29,1.0973499024166886
2004-04-30,1.19160597284311
2004-05-10,1.1590428869676583
2004-05-11,1.3434970325804145
2004-05-12,1.302861762557959
2004-05-13,1.393426579331475
2004-05-14,1.3500608176659652
2004-05-17,1.439741556465954
2004-05-18,1.4160789116093386
2004-05-19,1.4023518399287855
2004-05-20,1.3527223648743045
2004-05-21,1.3182227859283253
2004-05-24,1.2827883273078744
2004-05-25,1.2542073931196696
2004-05-26,1.3233430448658272
2004-05-27,1.2825785130530325
2004-05-28,1.3654349788239086
2004-05-31,1.3275763969994312
2004-06-01,1.2860314552267054
2004-06-02,1.2981422564646268
2004-06-03,1.2837360851461608
2004-06-04,1.3090830203885129
2004-06-07,1.2640683605510314
2004-06-08,1.280010700051015
2004-06-09,1.2920778548302412
2004-06-10,1.3610060234047214
2004-06-11,1.3139081963025954
2004-06-14,1.2685504661004499
2004-06-15,1.3686547383654109
2004-06-16,1.3992468694249338
2004-06-17,1.3570630584324541
2004-06-18,1.4390732128144423
2004-06-21,1.4255715861076679
2004-06-22,1.3819384948585074
2004-06-23,1.3561596599744694
2004-06-24,1.3303159757558687
2004-06-25,1.3105063092117593
2004-06-28,1.3435745785276632
2004-06-29,1.3356366387936514
2004-06-30,1.3420933127065633
2004-07-01,1.3051514859222684
2004-07-02,1.5097934369374695
2004-07-05,1.4562182868546507
2004-07-06,1.404360308512495
2004-07-07,1.3591705508566363
2004-07-08,1.3381316765070363
2004-07-09,1.2925446350476082
2004-07-12,1.2577730827411444
2004-07-13,1.3523215064385796
2004-07-14,1.3077307373731244
2004-07-15,1.263252019001834
2004-07-16,1.2749171925647376
2004-07-19,1.411754943767836
2004-07-20,1.362090050842758
2004-07-21,1.3315376131857781
2004-07-22,1.285276454049953
2004-07-23,1.4171788800965048
2004-07-26,1.369504044423281
2004-07-27,1.3699087374487868
2004-07-28,1.325807990831631
2004-07-29,1.2880583837871762
2004-07-30,1.2934833896151512
2004-08-02,1.3082507010379132
2004-08-03,1.2803179550340797
2004-08-04,1.249747080504631
2004-08-05,1.4155516034770552
2004-08-06,1.4147430630776165
2004-08-09,1.3646751411345892
2004-08-10,1.3225611456181001
2004-08-11,1.2822541800457774
2004-08-12,1.2781784366603681
2004-08-13,1.267771387554007
2004-08-16,1.2257073515405845
2004-08-17,1.2106358110140376
2004-08-18,1.1760302051073983
2004-08-19,1.1374641808336567
2004-08-20,1.1483032583033101
2004-08-23,1.1110275888506735
2004-08-24,1.1282817843784412
2004-08-25,1.1342305530356582
2004-08-26,1.1026258718257491
2004-08-27,1.0745390600489733
2004-08-30,1.0863610787652338
2004-08-31,1.052435833197992
2004-09-01,1.1143642963211482
2004-09-02,1.1567614393936507
2004-09-03,1.126577007831908
2004-09-06,1.0915523579406172
2004-09-07,1.062368503543357
2004-09-08,1.030033843014843
2004-09-09,1.0330711520891496
2004-09-10,1.1245024051395507
2004-09-13,1.0900373033392692
2004-09-14,1.212655189620867
2004-09-15,1.420761103302427
2004-09-16,1.7602287547257986
2004-09-17,1.7184190875395906
2004-09-20,1.8622756762015518
2004-09-21,2.0209241132896048
2004-09-22,1.9548494710540811
2004-09-23,1.963427049107879
2004-09-24,2.0888089733595603
2004-09-27,2.0758421553160513
2004-09-28,2.0055479889067116
2004-09-29,1.9382034783478352
2004-09-30,1.8886540764142576
2004-10-08,1.8528350668185376
2004-10-11,1.8625294325778263
2004-10-12,1.7975005269858655
2004-10-13,1.8183002243076152
2004-10-14,1.7497509025241411
2004-10-15,2.0167562688781384
2004-10-18,1.939684348948459
2004-10-19,1.8661655920492122
2004-10-20,1.7969839078707424
2004-10-21,1.7323470583297267
2004-10-22,1.7015781358184032
2004-10-25,1.6713439438942084
2004-10-26,1.6501142912726563
2004-10-27,1.6089227018947427
2004-10-28,1.5712081633480712
2004-10-29,1.514103815064508
2004-11-01,1.535105867683522
2004-11-02,1.5123807839822752
2004-11-03,1.459664662190518
2004-11-04,1.4884564467510335
2004-11-05,1.546413097286984
2004-11-08,1.4902573320798238
2004-11-09,1.4366576340439823
2004-11-10,1.3865472787829227
2004-11-11,1.6670185206949466
2004-11-12,1.613014978795739
2004-11-15,1.5545582546143555
2004-11-16,1.5269984752096777
2004-11-17,1.4715971438913962
2004-11-18,1.4430884084194084
2004-11-19,1.41566269420631
2004-11-22,1.3737205315352206
2004-11-23,1.3271151131048584
2004-11-24,1.3036899343417558
2004-11-25,1.2725463528296195
2004-11-26,1.229696721478034
2004-11-29,1.1889619778091345
2004-11-30,1.2023087347270998
2004-12-01,1.1626070334299625
2004-12-02,1.1314646093088019
2004-12-03,1.0965046018835498
2004-12-06,1.0628917481654194
2004-12-07,1.030602482755973
2004-12-08,1.0481335061263921
2004-12-09,1.0159026296093137
2004-12-10,1.0187136678833872
2004-12-13,1.0726965286674688
2004-12-14,1.0521357191742204
2004-12-15,1.0234231033120398
2004-12-16,0.9961064321958114
2004-12-17,0.9747324700554202
2004-12-20,0.9859579897415919
2004-12-21,1.025740580625171
2004-12-22,0.9953008504675485
2004-12-23,1.1814530275190083
2004-12-24,1.2454984483075902
2004-12-27,1.2034175788217256
2004-12-28,1.1686591621883515
2004-12-29,1.1314685216493972
2004-12-30,1.104490337238105
2004-12-31,1.0703079235947919
2005-01-04,1.0430719918211013
2005-01-05,1.1176983796235354
2005-01-06,1.1128682157387872
2005-01-07,1.1090914967394363
2005-01-10,1.0736988867340216
2005-01-11,1.0732286247494431
2005-01-12,1.0427627145288365
2005-01-13,1.0107751497137079
2005-01-14,0.9802974105458439
2005-01-17,0.9813463969073855
2005-01-18,1.117347250434457
2005-01-19,1.0989085800651002
2005-01-20,1.08548998271136
2005-01-21,1.0975011363013725
2005-01-24,1.2890694966194556
2005-01-25,1.3130886533122186
2005-01-26,1.2677550572173106
2005-01-27,1.2441814306644505
2005-01-28,1.2761249322606176
2005-01-31,1.2425079390996383
2005-02-01,1.2685731564909557
2005-02-02,1.2254905800562574
2005-02-03,1.8337209404456754
2005-02-04,1.8044276148161154
2005-02-16,1.8473951082640445
2005-02-17,1.7858215481381796
2005-02-18,1.7208270393750003
2005-02-21,1.7031917011729982
2005-02-22,1.7188368182640563
2005-02-23,1.7421982594995016
2005-02-24,1.6788943301140586
2005-02-25,1.6168938418231804
2005-02-28,1.5576024437840346
2005-03-01,1.511829057214665
2005-03-02,1.4614383185632687
2005-03-03,1.4624101408335035
2005-03-04,1.4192698343217927
2005-03-07,1.3735223344195067
2005-03-08,1.3344894368446918
2005-03-09,1.3786029361493235
2005-03-10,1.3318984534410088
2005-03-11,1.4353930815460723
2005-03-14,1.3899138089367913
2005-03-15,1.3437301146606666
2005-03-16,1.379520821144655
2005-03-17,1.361659785276861
2005-03-18,1.3441697334881841
2005-03-21,1.3565794718137971
2005-03-22,1.3116776764388376
2005-03-23,1.3629588433132285
2005-03-24,1.3234501958943852
2005-03-25,1.2870538984035746
2005-03-28,1.2442344092107973
2005-03-29,1.2041477347974678
2005-03-30,1.175221311539044
2005-03-31,1.252456034623844
2005-04-01,1.2182610006702246
2005-04-04,1.5494648782767513
2005-04-05,1.5601422556107245
2005-04-06,1.5154452315071305
2005-04-07,1.5439915610000834
2005-04-08,1.5176117423640374
2005-04-11,1.5467448221021125
2005-04-12,1.5071740143630201
2005-04-13,1.5254492090298395
2005-04-14,1.5881642645543883
2005-04-15,1.577919246042554
2005-04-18,1.5628629709918072
2005-04-19,1.5343978004508045
2005-04-20,1.4795727937060947
2005-04-21,1.4900677144671388
2005-04-22,1.4506923339048954
2005-04-25,1.4064992478072547
2005-04-26,1.3829505358150855
2005-04-27,1.3486436265860142
2005-04-28,1.3382191972747859
2005-04-29,1.3650403526924815
2005-05-09,1.3479104446529802
2005-05-10,1.4723722165005357
2005-05-11,1.423668970201218
2005-05-12,1.414905247998973
2005-05-13,1.450802344432556
2005-05-16,1.3996500553355382
2005-05-17,1.4036139713915448
2005-05-18,1.3663813936657332
2005-05-19,1.3192415487028295
2005-05-20,1.273720879323557
2005-05-23,1.2311710645758314
2005-05-24,1.336581129677993
2005-05-25,1.2991051912153473
2005-05-26,1.2543503676107837
2005-05-27,1.262855594614575
2005-05-30,1.2461768330415273
2005-05-31,1.218415771822822
2005-06-01,1.177533177221194
2005-06-02,1.2850542367494757
2005-06-03,1.3931828535010122
2005-06-06,1.3440849676500544
2005-06-07,1.4639898799344258
2005-06-08,1.4128368677389702
2005-06-09,2.5226291029830232
2005-06-10,2.4313613086493766
2005-06-13,2.3993743835615007
2005-06-14,2.3060805032837037
2005-06-15,2.2355661004485916
2005-06-16,2.2115671243653456
2005-06-17,2.159098963803936
2005-06-20,2.075726367484587
2005-06-21,2.1424331311937226
2005-06-22,2.0827870051662623
2005-06-23,2.006671486942584
2005-06-24,1.9423058088098777
2005-06-27,1.8732074747454828
2005-06-28,1.876563532422507
2005-06-29,1.843659674537312
2005-06-30,1.780414893747293
2005-07-01,1.8231443531388645
2005-07-04,1.8556812379788281
2005-07-05,1.7894206475911565
2005-07-06,1.7343257990632341
2005-07-07,1.6859188888757926
2005-07-08,1.624498051161671
2005-07-11,1.642508229387964
2005-07-12,1.59240790554633
2005-07-13,1.7731488755680702
2005-07-14,1.7165712354929832
2005-07-15,1.65560676862208
2005-07-18,1.6190549714129985
2005-07-19,1.5819120811891596
2005-07-20,1.5259799360125144
2005-07-21,1.4870167894812283
2005-07-22,1.4338997654014363
2005-07-25,1.467937302365146
2005-07-26,1.4184936746389736
2005-07-27,1.496497827328547
2005-07-28,1.5366723884810873
2005-07-29,1.484285154590188
2005-08-01,1.4336263321140306
2005-08-02,1.3859947610325443
2005-08-03,1.3834724217005794
2005-08-04,1.3457111290788515
2005-08-05,1.309616525410709
2005-08-08,1.3892548516606664
2005-08-09,1.3439928579539344
2005-08-10,1.3065412765391946
2005-08-11,1.2777779259143076
2005-08-12,1.2920476937134178
2005-08-15,1.328135496626062
2005-08-16,1.3608487284699498
2005-08-17,1.341837067703033
2005-08-18,1.3136417233384345
2005-08-19,1.5796115874412213
2005-08-22,1.5230798037325552
2005-08-23,1.4882282658342794
2005-08-24,1.4558406397360573
2005-08-25,1.4185559774446672
2005-08-26,1.368329529162152
2005-08-29,1.3216798975409958
2005-08-30,1.3168752263658845
2005-08-31,1.2737904665715354
2005-09-01,1.2865568409039418
2005-09-02,1.330018653385536
2005-09-05,1.2867962592602387
2005-09-06,1.2495431088548299
2005-09-07,1.2948691015489577
